CN1015464B  |||  S: 1 E: 11  |||  NN
，  |||  S: 6017 E: 6018  |||  PU
金属  |||  S: 6018 E: 6020  |||  NN
颗粒  |||  S: 6020 E: 6022  |||  NN
可  |||  S: 6022 E: 6023  |||  VV
能  |||  S: 6023 E: 6024  |||  VV
倾向于  |||  S: 6024 E: 6027  |||  VV
很快  |||  S: 6027 E: 6029  |||  JJ
氧化  |||  S: 6029 E: 6031  |||  NN
。  |||  S: 6031 E: 6032  |||  PU
此外  |||  S: 6032 E: 6034  |||  AD
，  |||  S: 6034 E: 6035  |||  PU
金属  |||  S: 6035 E: 6037  |||  NN
颗粒  |||  S: 6037 E: 6039  |||  NN
小于  |||  S: 6039 E: 6041  |||  VV
或  |||  S: 6041 E: 6042  |||  CC
等于  |||  S: 6042 E: 6044  |||  VV
聚合物  |||  S: 6044 E: 6047  |||  NN
颗粒  |||  S: 6047 E: 6049  |||  NN
的  |||  S: 6049 E: 6050  |||  DEG
平均  |||  S: 6050 E: 6052  |||  JJ
尺寸  |||  S: 6052 E: 6054  |||  NN
则  |||  S: 6054 E: 6055  |||  AD
较  |||  S: 6055 E: 6056  |||  AD
好  |||  S: 6056 E: 6057  |||  VA
，  |||  S: 6057 E: 6058  |||  PU
为  |||  S: 6058 E: 6059  |||  VC
的  |||  S: 6059 E: 6060  |||  DEC
是  |||  S: 6060 E: 6061  |||  VC
熔  |||  S: 6061 E: 6062  |||  NN
融  |||  S: 6062 E: 6063  |||  VV
金属  |||  S: 6063 E: 6065  |||  NN
可  |||  S: 6065 E: 6066  |||  VV
在  |||  S: 6066 E: 6067  |||  P
聚合物  |||  S: 6067 E: 6070  |||  NN
颗粒  |||  S: 6070 E: 6072  |||  NN
四  |||  S: 6072 E: 6073  |||  CD
周  |||  S: 6073 E: 6074  |||  M
流动  |||  S: 6074 E: 6076  |||  VV
，  |||  S: 6076 E: 6077  |||  PU
并  |||  S: 6077 E: 6078  |||  CC
能  |||  S: 6078 E: 6079  |||  VV
与  |||  S: 6079 E: 6080  |||  P
其它  |||  S: 6080 E: 6082  |||  DT
金属  |||  S: 6082 E: 6084  |||  NN
颗粒  |||  S: 6084 E: 6086  |||  NN
连结  |||  S: 6086 E: 6088  |||  VV
起来  |||  S: 6088 E: 6090  |||  VV
。  |||  S: 6090 E: 6091  |||  PU
较  |||  S: 6091 E: 6092  |||  AD
大  |||  S: 6092 E: 6093  |||  JJ
尺寸  |||  S: 6093 E: 6095  |||  NN
的  |||  S: 6095 E: 6096  |||  DEC
颗粒  |||  S: 6096 E: 6098  |||  NN
将  |||  S: 6098 E: 6099  |||  AD
保持  |||  S: 6099 E: 6101  |||  VV
分立  |||  S: 6101 E: 6103  |||  JJ
颗粒  |||  S: 6103 E: 6105  |||  NN
的  |||  S: 6105 E: 6106  |||  DEG
形式  |||  S: 6106 E: 6108  |||  NN
，  |||  S: 6108 E: 6109  |||  PU
这会  |||  S: 6109 E: 6111  |||  PN
降低  |||  S: 6111 E: 6113  |||  VV
导热性  |||  S: 6113 E: 6116  |||  NN
（  |||  S: 6116 E: 6117  |||  PU
与  |||  S: 6117 E: 6118  |||  P
颗粒  |||  S: 6118 E: 6120  |||  NN
分散  |||  S: 6120 E: 6122  |||  AD
适当  |||  S: 6122 E: 6124  |||  VV
时相  |||  S: 6124 E: 6126  |||  NN
比较  |||  S: 6126 E: 6128  |||  VV
）  |||  S: 6128 E: 6129  |||  PU
，  |||  S: 6129 E: 6130  |||  PU
因为  |||  S: 6130 E: 6132  |||  P
颗粒  |||  S: 6132 E: 6134  |||  NN
间  |||  S: 6134 E: 6135  |||  LC
不  |||  S: 6135 E: 6136  |||  AD
能  |||  S: 6136 E: 6137  |||  VV
互相  |||  S: 6137 E: 6139  |||  AD
接触  |||  S: 6139 E: 6141  |||  VV
。  |||  S: 6141 E: 6142  |||  PU
事实上  |||  S: 6142 E: 6145  |||  AD
任何  |||  S: 6145 E: 6147  |||  DT
熔点  |||  S: 6147 E: 6149  |||  NN
低于  |||  S: 6149 E: 6151  |||  VV
制品  |||  S: 6151 E: 6153  |||  NN
的  |||  S: 6153 E: 6154  |||  DEG
模塑  |||  S: 6154 E: 6156  |||  NN
温度  |||  S: 6156 E: 6158  |||  NN
的  |||  S: 6158 E: 6159  |||  DEC
金属  |||  S: 6159 E: 6161  |||  NN
或  |||  S: 6161 E: 6162  |||  CC
组合物  |||  S: 6162 E: 6165  |||  NN
（  |||  S: 6165 E: 6166  |||  PU
例如  |||  S: 6166 E: 6168  |||  AD
合金  |||  S: 6168 E: 6170  |||  VA
）  |||  S: 6170 E: 6171  |||  PU
都  |||  S: 6171 E: 6172  |||  AD
可  |||  S: 6172 E: 6173  |||  VV
使用  |||  S: 6173 E: 6175  |||  VV
。  |||  S: 6175 E: 6176  |||  PU
金属  |||  S: 6176 E: 6178  |||  NN
的  |||  S: 6178 E: 6179  |||  DEC
熔点  |||  S: 6179 E: 6181  |||  NN
最  |||  S: 6181 E: 6182  |||  AD
好  |||  S: 6182 E: 6183  |||  VA
足够  |||  S: 6183 E: 6185  |||  VA
低  |||  S: 6185 E: 6186  |||  VA
从  |||  S: 6186 E: 6187  |||  P
而  |||  S: 6187 E: 6188  |||  AD
可  |||  S: 6188 E: 6189  |||  VV
使  |||  S: 6189 E: 6190  |||  VV
模塑  |||  S: 6190 E: 6192  |||  NN
介质  |||  S: 6192 E: 6194  |||  NN
在  |||  S: 6194 E: 6195  |||  P
模塑  |||  S: 6195 E: 6197  |||  NN
周期  |||  S: 6197 E: 6199  |||  NN
起  |||  S: 6199 E: 6200  |||  VV
始  |||  S: 6200 E: 6201  |||  BA
阶段  |||  S: 6201 E: 6203  |||  NN
以及  |||  S: 6203 E: 6205  |||  CC
在  |||  S: 6205 E: 6206  |||  P
温度  |||  S: 6206 E: 6208  |||  NN
上  |||  S: 6208 E: 6209  |||  LC
升  |||  S: 6209 E: 6210  |||  VV
的  |||  S: 6210 E: 6211  |||  DEC
阶段  |||  S: 6211 E: 6213  |||  NN
发生  |||  S: 6213 E: 6215  |||  VV
流动  |||  S: 6215 E: 6217  |||  NN
。  |||  S: 6217 E: 6218  |||  PU
这  |||  S: 6218 E: 6219  |||  PN
是  |||  S: 6219 E: 6220  |||  VC
至  |||  S: 6220 E: 6221  |||  P
关紧  |||  S: 6221 E: 6223  |||  VV
要  |||  S: 6223 E: 6224  |||  VV
的  |||  S: 6224 E: 6225  |||  DEC
，  |||  S: 6225 E: 6226  |||  PU
因为  |||  S: 6226 E: 6228  |||  P
模塑  |||  S: 6228 E: 6230  |||  NN
期间  |||  S: 6230 E: 6232  |||  NN
金属  |||  S: 6232 E: 6234  |||  NN
颗粒  |||  S: 6234 E: 6236  |||  NN
不  |||  S: 6236 E: 6237  |||  AD
应该  |||  S: 6237 E: 6239  |||  VV
对  |||  S: 6239 E: 6240  |||  P
聚合物  |||  S: 6240 E: 6243  |||  NN
-  |||  S: 6243 E: 6244  |||  PU
金属  |||  S: 6244 E: 6246  |||  NN
混合物  |||  S: 6246 E: 6249  |||  NN
介质  |||  S: 6249 E: 6251  |||  NN
产生  |||  S: 6251 E: 6253  |||  VV
结构  |||  S: 6253 E: 6255  |||  NN
状  |||  S: 6255 E: 6256  |||  NN
物  |||  S: 6256 E: 6257  |||  NN
，  |||  S: 6257 E: 6258  |||  PU
否则  |||  S: 6258 E: 6260  |||  AD
将  |||  S: 6260 E: 6261  |||  AD
会  |||  S: 6261 E: 6262  |||  VV
降低  |||  S: 6262 E: 6264  |||  VV
介质  |||  S: 6264 E: 6266  |||  NN
的  |||  S: 6266 E: 6267  |||  DEC
可  |||  S: 6267 E: 6268  |||  VV
流动性  |||  S: 6268 E: 6271  |||  AD
，  |||  S: 6271 E: 6272  |||  PU
如下  |||  S: 6272 E: 6274  |||  VV
所  |||  S: 6274 E: 6275  |||  MSP
述  |||  S: 6275 E: 6276  |||  VV
，  |||  S: 6276 E: 6277  |||  PU
可  |||  S: 6277 E: 6278  |||  VV
流动性  |||  S: 6278 E: 6281  |||  AD
对  |||  S: 6281 E: 6282  |||  P
本  |||  S: 6282 E: 6283  |||  DT
发明  |||  S: 6283 E: 6285  |||  NN
是  |||  S: 6285 E: 6286  |||  VC
至关  |||  S: 6286 E: 6288  |||  CC
紧要  |||  S: 6288 E: 6290  |||  VA
的  |||  S: 6290 E: 6291  |||  DEC
。  |||  S: 6291 E: 6292  |||  PU
事实  |||  S: 6292 E: 6294  |||  NN
上  |||  S: 6294 E: 6295  |||  LC
，  |||  S: 6295 E: 6296  |||  PU
在  |||  S: 6296 E: 6297  |||  P
熔融  |||  S: 6297 E: 6299  |||  NN
状态  |||  S: 6299 E: 6301  |||  NN
时  |||  S: 6301 E: 6302  |||  LC
，  |||  S: 6302 E: 6303  |||  PU
金属  |||  S: 6303 E: 6305  |||  NN
倾向  |||  S: 6305 E: 6307  |||  VV
于  |||  S: 6307 E: 6308  |||  P
作为  |||  S: 6308 E: 6310  |||  VV
润滑剂  |||  S: 6310 E: 6313  |||  NN
在  |||  S: 6313 E: 6314  |||  P
各  |||  S: 6314 E: 6315  |||  DT
个  |||  S: 6315 E: 6316  |||  M
聚合物  |||  S: 6316 E: 6319  |||  NN
颗粒  |||  S: 6319 E: 6321  |||  NN
之间  |||  S: 6321 E: 6323  |||  LC
起  |||  S: 6323 E: 6324  |||  VV
作用  |||  S: 6324 E: 6326  |||  NN
，  |||  S: 6326 E: 6327  |||  PU
至少  |||  S: 6327 E: 6329  |||  AD
不  |||  S: 6329 E: 6330  |||  AD
会  |||  S: 6330 E: 6331  |||  VV
阻滞  |||  S: 6331 E: 6333  |||  VV
介质  |||  S: 6333 E: 6335  |||  NN
流动  |||  S: 6335 E: 6337  |||  VV
。  |||  S: 6337 E: 6338  |||  PU
较  |||  S: 6338 E: 6339  |||  AD
好  |||  S: 6339 E: 6340  |||  VA
的  |||  S: 6340 E: 6341  |||  DEC
合金  |||  S: 6341 E: 6343  |||  NN
包含  |||  S: 6343 E: 6345  |||  VV
有  |||  S: 6345 E: 6346  |||  VE
铅  |||  S: 6346 E: 6347  |||  NN
、  |||  S: 6347 E: 6348  |||  PU
锡  |||  S: 6348 E: 6349  |||  NN
、  |||  S: 6349 E: 6350  |||  PU
锌  |||  S: 6350 E: 6351  |||  NN
和  |||  S: 6351 E: 6352  |||  CC
铋  |||  S: 6352 E: 6353  |||  NN
，  |||  S: 6353 E: 6354  |||  PU
它  |||  S: 6354 E: 6355  |||  PN
实际上  |||  S: 6355 E: 6358  |||  AD
可  |||  S: 6358 E: 6359  |||  VV
增加  |||  S: 6359 E: 6361  |||  VV
介质  |||  S: 6361 E: 6363  |||  NN
的  |||  S: 6363 E: 6364  |||  DEC
可  |||  S: 6364 E: 6365  |||  VV
流动  |||  S: 6365 E: 6367  |||  VV
性  |||  S: 6367 E: 6368  |||  NN
。  |||  S: 6368 E: 6369  |||  PU
因而  |||  S: 6369 E: 6371  |||  AD
聚合物  |||  S: 6371 E: 6374  |||  NN
的  |||  S: 6374 E: 6375  |||  DEC
传热性  |||  S: 6375 E: 6378  |||  NN
得到  |||  S: 6378 E: 6380  |||  VV
了  |||  S: 6380 E: 6381  |||  AS
改善  |||  S: 6381 E: 6383  |||  VV
而  |||  S: 6383 E: 6384  |||  CC
又  |||  S: 6384 E: 6385  |||  AD
不  |||  S: 6385 E: 6386  |||  AD
损伤  |||  S: 6386 E: 6388  |||  NN
流动性  |||  S: 6388 E: 6391  |||  NN
。  |||  S: 6391 E: 6392  |||  PU
通常  |||  S: 6392 E: 6394  |||  AD
熔点  |||  S: 6394 E: 6396  |||  NN
要  |||  S: 6396 E: 6397  |||  VV
低于  |||  S: 6397 E: 6399  |||  VV
232  |||  S: 6399 E: 6402  |||  CD
℃  |||  S: 6402 E: 6403  |||  M
（  |||  S: 6403 E: 6404  |||  PU
450  |||  S: 6404 E: 6407  |||  CD
°F  |||  S: 6407 E: 6409  |||  M
）  |||  S: 6409 E: 6410  |||  PU
，  |||  S: 6410 E: 6411  |||  PU
因为  |||  S: 6411 E: 6413  |||  P
高于  |||  S: 6413 E: 6415  |||  VV
此  |||  S: 6415 E: 6416  |||  DT
温度  |||  S: 6416 E: 6418  |||  NN
，  |||  S: 6418 E: 6419  |||  PU
在  |||  S: 6419 E: 6420  |||  P
起始成  |||  S: 6420 E: 6423  |||  VV
型阶段  |||  S: 6423 E: 6426  |||  NN
和  |||  S: 6426 E: 6427  |||  CC
固化  |||  S: 6427 E: 6429  |||  JJ
阶段  |||  S: 6429 E: 6431  |||  NN
，  |||  S: 6431 E: 6432  |||  PU
金属  |||  S: 6432 E: 6434  |||  NN
将  |||  S: 6434 E: 6435  |||  AD
会  |||  S: 6435 E: 6436  |||  VV
产生  |||  S: 6436 E: 6438  |||  VV
太  |||  S: 6438 E: 6439  |||  AD
多  |||  S: 6439 E: 6440  |||  VA
的  |||  S: 6440 E: 6441  |||  DEC
结构物  |||  S: 6441 E: 6444  |||  NN
。  |||  S: 6444 E: 6445  |||  PU
当然  |||  S: 6445 E: 6447  |||  AD
这  |||  S: 6447 E: 6448  |||  DT
也  |||  S: 6448 E: 6449  |||  AD
将  |||  S: 6449 E: 6450  |||  AD
随着  |||  S: 6450 E: 6452  |||  P
模塑  |||  S: 6452 E: 6454  |||  NN
制品  |||  S: 6454 E: 6456  |||  NN
所  |||  S: 6456 E: 6457  |||  MSP
要求  |||  S: 6457 E: 6459  |||  VV
的  |||  S: 6459 E: 6460  |||  DEC
模塑  |||  S: 6460 E: 6462  |||  NN
温度  |||  S: 6462 E: 6464  |||  NN
不同  |||  S: 6464 E: 6466  |||  VA
而  |||  S: 6466 E: 6467  |||  CC
有所  |||  S: 6467 E: 6469  |||  VV
变化  |||  S: 6469 E: 6471  |||  VV
。  |||  S: 6471 E: 6472  |||  PU
例如  |||  S: 6472 E: 6474  |||  AD
，  |||  S: 6474 E: 6475  |||  PU
对  |||  S: 6475 E: 6476  |||  P
环氧树脂  |||  S: 6476 E: 6480  |||  NN
模塑  |||  S: 6480 E: 6482  |||  NN
温度  |||  S: 6482 E: 6484  |||  NN
177℃  |||  S: 6484 E: 6488  |||  NN
（  |||  S: 6488 E: 6489  |||  PU
350  |||  S: 6489 E: 6492  |||  CD
°F  |||  S: 6492 E: 6494  |||  M
）  |||  S: 6494 E: 6495  |||  PU
，  |||  S: 6495 E: 6496  |||  PU
熔点  |||  S: 6496 E: 6498  |||  NN
最好  |||  S: 6498 E: 6500  |||  AD
低于  |||  S: 6500 E: 6502  |||  VV
121  |||  S: 6502 E: 6505  |||  CD
℃  |||  S: 6505 E: 6506  |||  M
（  |||  S: 6506 E: 6507  |||  PU
250  |||  S: 6507 E: 6510  |||  CD
°F  |||  S: 6510 E: 6512  |||  M
）  |||  S: 6512 E: 6513  |||  PU
。  |||  S: 6513 E: 6514  |||  PU
对  |||  S: 6514 E: 6515  |||  P
聚酰亚  |||  S: 6515 E: 6518  |||  NN
树脂  |||  S: 6518 E: 6520  |||  NN
在  |||  S: 6520 E: 6521  |||  P
316  |||  S: 6521 E: 6524  |||  CD
℃  |||  S: 6524 E: 6525  |||  M
（  |||  S: 6525 E: 6526  |||  PU
600  |||  S: 6526 E: 6529  |||  CD
°F  |||  S: 6529 E: 6531  |||  M
）  |||  S: 6531 E: 6532  |||  PU
或  |||  S: 6532 E: 6533  |||  CC
低于  |||  S: 6533 E: 6535  |||  VV
此  |||  S: 6535 E: 6536  |||  DT
温度  |||  S: 6536 E: 6538  |||  NN
固化  |||  S: 6538 E: 6540  |||  VV
，  |||  S: 6540 E: 6541  |||  PU
金属  |||  S: 6541 E: 6543  |||  NN
最好  |||  S: 6543 E: 6545  |||  AD
在  |||  S: 6545 E: 6546  |||  VV
171  |||  S: 6546 E: 6549  |||  CD
℃  |||  S: 6549 E: 6550  |||  M
（  |||  S: 6550 E: 6551  |||  PU
340  |||  S: 6551 E: 6554  |||  CD
°F  |||  S: 6554 E: 6556  |||  M
）  |||  S: 6556 E: 6557  |||  PU
熔融  |||  S: 6557 E: 6559  |||  NN
。  |||  S: 6559 E: 6560  |||  PU
据  |||  S: 6560 E: 6561  |||  P
信熔  |||  S: 6561 E: 6563  |||  NN
融  |||  S: 6563 E: 6564  |||  VV
金属  |||  S: 6564 E: 6566  |||  NN
与  |||  S: 6566 E: 6567  |||  CC
颗粒  |||  S: 6567 E: 6569  |||  NN
状  |||  S: 6569 E: 6570  |||  NN
聚合物  |||  S: 6570 E: 6573  |||  NN
介质  |||  S: 6573 E: 6575  |||  NN
的  |||  S: 6575 E: 6576  |||  DEG
不规  |||  S: 6576 E: 6578  |||  JJ
则  |||  S: 6578 E: 6579  |||  NN
表面  |||  S: 6579 E: 6581  |||  NN
是  |||  S: 6581 E: 6582  |||  VC
一致  |||  S: 6582 E: 6584  |||  VA
的  |||  S: 6584 E: 6585  |||  DEC
，  |||  S: 6585 E: 6586  |||  PU
这  |||  S: 6586 E: 6587  |||  PN
就  |||  S: 6587 E: 6588  |||  AD
在  |||  S: 6588 E: 6589  |||  P
每  |||  S: 6589 E: 6590  |||  DT
个  |||  S: 6590 E: 6591  |||  M
聚合物  |||  S: 6591 E: 6594  |||  NN
颗粒  |||  S: 6594 E: 6596  |||  NN
四  |||  S: 6596 E: 6597  |||  CD
周  |||  S: 6597 E: 6598  |||  M
形成  |||  S: 6598 E: 6600  |||  VV
一  |||  S: 6600 E: 6601  |||  CD
层  |||  S: 6601 E: 6602  |||  M
连续  |||  S: 6602 E: 6604  |||  VV
的  |||  S: 6604 E: 6605  |||  DEC
金属  |||  S: 6605 E: 6607  |||  NN
薄膜  |||  S: 6607 E: 6609  |||  NN
，  |||  S: 6609 E: 6610  |||  PU
由  |||  S: 6610 E: 6611  |||  P
此  |||  S: 6611 E: 6612  |||  PN
就  |||  S: 6612 E: 6613  |||  AD
增加  |||  S: 6613 E: 6615  |||  VV
了  |||  S: 6615 E: 6616  |||  AS
导热性  |||  S: 6616 E: 6619  |||  NN
。  |||  S: 6619 E: 6620  |||  PU
据  |||  S: 6620 E: 6621  |||  P
信该  |||  S: 6621 E: 6623  |||  NN
金属  |||  S: 6623 E: 6625  |||  NN
-  |||  S: 6625 E: 6626  |||  PU
介质  |||  S: 6626 E: 6628  |||  NN
混合物  |||  S: 6628 E: 6631  |||  NN
当  |||  S: 6631 E: 6632  |||  P
受热  |||  S: 6632 E: 6634  |||  VV
时  |||  S: 6634 E: 6635  |||  LC
比  |||  S: 6635 E: 6636  |||  P
只  |||  S: 6636 E: 6637  |||  AD
是  |||  S: 6637 E: 6638  |||  VC
介质  |||  S: 6638 E: 6640  |||  NN
本身  |||  S: 6640 E: 6642  |||  PN
在  |||  S: 6642 E: 6643  |||  P
冷态  |||  S: 6643 E: 6645  |||  NN
时  |||  S: 6645 E: 6646  |||  LC
更  |||  S: 6646 E: 6647  |||  AD
容易  |||  S: 6647 E: 6649  |||  AD
流动  |||  S: 6649 E: 6651  |||  VV
。  |||  S: 6651 E: 6652  |||  PU
选用  |||  S: 6652 E: 6654  |||  VV
的  |||  S: 6654 E: 6655  |||  DEC
金属  |||  S: 6655 E: 6657  |||  NN
或  |||  S: 6657 E: 6658  |||  CC
合金  |||  S: 6658 E: 6660  |||  NN
基本上  |||  S: 6660 E: 6663  |||  AD
也  |||  S: 6663 E: 6664  |||  AD
是  |||  S: 6664 E: 6665  |||  VC
与  |||  S: 6665 E: 6666  |||  P
选用  |||  S: 6666 E: 6668  |||  VV
的  |||  S: 6668 E: 6669  |||  DEC
聚合物  |||  S: 6669 E: 6672  |||  NN
化学  |||  S: 6672 E: 6674  |||  NN
相容  |||  S: 6674 E: 6676  |||  VA
的  |||  S: 6676 E: 6677  |||  DEC
，  |||  S: 6677 E: 6678  |||  PU
所  |||  S: 6678 E: 6679  |||  MSP
谓  |||  S: 6679 E: 6680  |||  VV
“  |||  S: 6680 E: 6681  |||  PU
基本上  |||  S: 6681 E: 6684  |||  AD
化学  |||  S: 6684 E: 6686  |||  NN
相容  |||  S: 6686 E: 6688  |||  NN
”  |||  S: 6688 E: 6689  |||  PU
是  |||  S: 6689 E: 6690  |||  VC
指  |||  S: 6690 E: 6691  |||  VV
在  |||  S: 6691 E: 6692  |||  P
采用  |||  S: 6692 E: 6694  |||  VV
的  |||  S: 6694 E: 6695  |||  DEC
模塑  |||  S: 6695 E: 6697  |||  NN
温度  |||  S: 6697 E: 6699  |||  NN
下  |||  S: 6699 E: 6700  |||  LC
，  |||  S: 6700 E: 6701  |||  PU
金属  |||  S: 6701 E: 6703  |||  NN
不  |||  S: 6703 E: 6704  |||  AD
会  |||  S: 6704 E: 6705  |||  VV
加速  |||  S: 6705 E: 6707  |||  VV
聚合物  |||  S: 6707 E: 6710  |||  NN
介质  |||  S: 6710 E: 6712  |||  NN
还原  |||  S: 6712 E: 6714  |||  NN
（  |||  S: 6714 E: 6715  |||  PU
分解  |||  S: 6715 E: 6717  |||  VV
）  |||  S: 6717 E: 6718  |||  PU
或  |||  S: 6718 E: 6719  |||  CC
使  |||  S: 6719 E: 6720  |||  VV
聚合物  |||  S: 6720 E: 6723  |||  NN
介质  |||  S: 6723 E: 6725  |||  NN
分解  |||  S: 6725 E: 6727  |||  VV
不  |||  S: 6727 E: 6728  |||  AD
超过  |||  S: 6728 E: 6730  |||  VV
10%  |||  S: 6730 E: 6733  |||  CD
。  |||  S: 6733 E: 6734  |||  PU
还原  |||  S: 6734 E: 6736  |||  CC
是  |||  S: 6736 E: 6737  |||  VC
指  |||  S: 6737 E: 6738  |||  VV
介质  |||  S: 6738 E: 6740  |||  NN
“  |||  S: 6740 E: 6741  |||  PU
解聚  |||  S: 6741 E: 6743  |||  NN
”  |||  S: 6743 E: 6744  |||  PU
成  |||  S: 6744 E: 6745  |||  VV
一  |||  S: 6745 E: 6746  |||  CD
种  |||  S: 6746 E: 6747  |||  M
油状  |||  S: 6747 E: 6749  |||  NN
粘性  |||  S: 6749 E: 6751  |||  JJ
液体  |||  S: 6751 E: 6753  |||  NN
介质  |||  S: 6753 E: 6755  |||  NN
或  |||  S: 6755 E: 6756  |||  CC
甚至  |||  S: 6756 E: 6758  |||  AD
气化  |||  S: 6758 E: 6760  |||  VV
。  |||  S: 6760 E: 6761  |||  PU
如果  |||  S: 6761 E: 6763  |||  CS
金属  |||  S: 6763 E: 6765  |||  NN
不  |||  S: 6765 E: 6766  |||  AD
是  |||  S: 6766 E: 6767  |||  VC
化学  |||  S: 6767 E: 6769  |||  NN
相容  |||  S: 6769 E: 6771  |||  NN
，  |||  S: 6771 E: 6772  |||  PU
则  |||  S: 6772 E: 6773  |||  AD
介质  |||  S: 6773 E: 6775  |||  NN
会  |||  S: 6775 E: 6776  |||  VV
遭到  |||  S: 6776 E: 6778  |||  VV
过分  |||  S: 6778 E: 6780  |||  NT
的  |||  S: 6780 E: 6781  |||  DEG
破坏  |||  S: 6781 E: 6783  |||  NN
。  |||  S: 6783 E: 6784  |||  PU
此外  |||  S: 6784 E: 6786  |||  AD
，  |||  S: 6786 E: 6787  |||  PU
选用  |||  S: 6787 E: 6789  |||  VV
的  |||  S: 6789 E: 6790  |||  DEC
金属  |||  S: 6790 E: 6792  |||  NN
或  |||  S: 6792 E: 6793  |||  CC
合金  |||  S: 6793 E: 6795  |||  NN
以  |||  S: 6795 E: 6796  |||  MSP
具有  |||  S: 6796 E: 6798  |||  VV
高  |||  S: 6798 E: 6799  |||  JJ
导热性  |||  S: 6799 E: 6802  |||  NN
、  |||  S: 6802 E: 6803  |||  PU
低  |||  S: 6803 E: 6804  |||  JJ
比热  |||  S: 6804 E: 6806  |||  NN
、  |||  S: 6806 E: 6807  |||  PU
低  |||  S: 6807 E: 6808  |||  JJ
密度  |||  S: 6808 E: 6810  |||  NN
、  |||  S: 6810 E: 6811  |||  PU
低  |||  S: 6811 E: 6812  |||  JJ
熔融  |||  S: 6812 E: 6814  |||  NN
粘度  |||  S: 6814 E: 6816  |||  NN
和  |||  S: 6816 E: 6817  |||  CC
低  |||  S: 6817 E: 6818  |||  JJ
表面  |||  S: 6818 E: 6820  |||  NN
张力  |||  S: 6820 E: 6822  |||  NN
为  |||  S: 6822 E: 6823  |||  VC
最  |||  S: 6823 E: 6824  |||  AD
好  |||  S: 6824 E: 6825  |||  VA
，  |||  S: 6825 E: 6826  |||  PU
因为  |||  S: 6826 E: 6828  |||  P
这些  |||  S: 6828 E: 6830  |||  DT
性质  |||  S: 6830 E: 6832  |||  NN
的  |||  S: 6832 E: 6833  |||  DEG
结合  |||  S: 6833 E: 6835  |||  NN
提供  |||  S: 6835 E: 6837  |||  VV
了  |||  S: 6837 E: 6838  |||  AS
最  |||  S: 6838 E: 6839  |||  AD
符合  |||  S: 6839 E: 6841  |||  VV
要求  |||  S: 6841 E: 6843  |||  NN
的  |||  S: 6843 E: 6844  |||  DEC
金属  |||  S: 6844 E: 6846  |||  NN
-  |||  S: 6846 E: 6847  |||  PU
介质  |||  S: 6847 E: 6849  |||  NN
模塑  |||  S: 6849 E: 6851  |||  NN
用  |||  S: 6851 E: 6852  |||  P
混合物  |||  S: 6852 E: 6855  |||  NN
。  |||  S: 6855 E: 6856  |||  PU
含有  |||  S: 6856 E: 6858  |||  VV
低共  |||  S: 6858 E: 6860  |||  JJ
熔  |||  S: 6860 E: 6861  |||  NN
合金  |||  S: 6861 E: 6863  |||  NN
的  |||  S: 6863 E: 6864  |||  DEC
颗粒  |||  S: 6864 E: 6866  |||  NN
是  |||  S: 6866 E: 6867  |||  VC
较  |||  S: 6867 E: 6868  |||  AD
好  |||  S: 6868 E: 6869  |||  VA
的  |||  S: 6869 E: 6870  |||  DEC
。  |||  S: 6870 E: 6871  |||  PU
较  |||  S: 6871 E: 6872  |||  AD
好  |||  S: 6872 E: 6873  |||  VA
的  |||  S: 6873 E: 6874  |||  DEC
材料  |||  S: 6874 E: 6876  |||  NN
包括  |||  S: 6876 E: 6878  |||  VV
那些  |||  S: 6878 E: 6880  |||  DT
在  |||  S: 6880 E: 6881  |||  P
下  |||  S: 6881 E: 6882  |||  DT
表  |||  S: 6882 E: 6883  |||  NN
中  |||  S: 6883 E: 6884  |||  LC
所  |||  S: 6884 E: 6885  |||  MSP
列  |||  S: 6885 E: 6886  |||  VV
的  |||  S: 6886 E: 6887  |||  DEC
合金  |||  S: 6887 E: 6889  |||  NN
。  |||  S: 6889 E: 6890  |||  PU
但  |||  S: 6890 E: 6891  |||  AD
是  |||  S: 6891 E: 6892  |||  VC
，  |||  S: 6892 E: 6893  |||  PU
通常  |||  S: 6893 E: 6895  |||  AD
有  |||  S: 6895 E: 6896  |||  VE
许多  |||  S: 6896 E: 6898  |||  CD
铜  |||  S: 6898 E: 6899  |||  NN
、  |||  S: 6899 E: 6900  |||  PU
铅  |||  S: 6900 E: 6901  |||  NN
、  |||  S: 6901 E: 6902  |||  PU
锡  |||  S: 6902 E: 6903  |||  NN
和  |||  S: 6903 E: 6904  |||  CC
铋  |||  S: 6904 E: 6905  |||  NN
的  |||  S: 6905 E: 6906  |||  DEG
合金  |||  S: 6906 E: 6908  |||  NN
相信  |||  S: 6908 E: 6910  |||  AD
也  |||  S: 6910 E: 6911  |||  AD
是  |||  S: 6911 E: 6912  |||  VC
适用  |||  S: 6912 E: 6914  |||  VV
的  |||  S: 6914 E: 6915  |||  DEC
。  |||  S: 6915 E: 6916  |||  PU
许多  |||  S: 6916 E: 6918  |||  CD
纯  |||  S: 6918 E: 6919  |||  JJ
金属  |||  S: 6919 E: 6921  |||  NN
可  |||  S: 6921 E: 6922  |||  VV
由  |||  S: 6922 E: 6923  |||  P
大  |||  S: 6923 E: 6924  |||  JJ
西洋  |||  S: 6924 E: 6926  |||  NN
设备  |||  S: 6926 E: 6928  |||  NN
